Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,Cat,Sub_Cat,Date
192.168.0.13-192.168.0.16-9020-49784-6,192.168.0.13,9020,192.168.0.16,49784,6,2019-05-20 04:59:29,360,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.555555555556,360.0,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,360.0,360.0,0.0,360.0,360.0,0,0,0,0,0,64,0.0,5555.555555555556,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32760,0,0,0.0,0.0,0.0,0.0,360.0,0.0,360.0,360.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:09,270,1,1,1430.0,20.0,1430.0,1430.0,1430.0,0.0,20.0,20.0,20.0,0.0,5370370.37037037,7407.407407407407,270.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3703.703703703704,3703.703703703704,20.0,1430.0,490.0,814.0638795573723,662700.0,0,0,0,0,0,0,0,0,1.0,735.0,1430.0,20.0,0,0,0,0,0,0,1,1430,1,20,-1,-1,1,0,0.0,0.0,0.0,0.0,270.0,0.0,270.0,270.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.16-121.53.203.203-56333-443-6,192.168.0.16,56333,121.53.203.203,443,6,2019-07-25 03:21:46,88,1,1,83.0,149.0,83.0,83.0,83.0,0.0,149.0,149.0,149.0,0.0,2636363.636363636,22727.272727272728,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,32,32,11363.636363636364,11363.636363636364,83.0,149.0,127.0,38.1051177665153,1452.0,0,0,0,1,1,0,0,0,1.0,190.5,83.0,149.0,0,0,0,0,0,0,1,83,1,149,-1,1024,1,0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,88.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.16-3.1.172.83-52068-6500-6,192.168.0.16,52068,3.1.172.83,6500,6,2019-07-25 03:25:00,76,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26315.78947368421,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13157.894736842103,13157.894736842103,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32580,0,0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,76.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.24-223.39.123.245-51547-7000-6,192.168.0.24,51547,223.39.123.245,7000,6,2019-07-25 03:23:15,146,0,2,0.0,1486.0,0.0,0.0,0.0,0.0,1460.0,26.0,743.0,1013.9911242215092,10178082.191780822,13698.6301369863,146.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,0.0,146.0,146.0,0,1,0,0,0,40,0.0,13698.6301369863,26.0,1460.0,504.0,827.9202860179233,685452.0,0,0,0,1,1,0,0,0,0.0,756.0,0.0,743.0,0,0,0,0,0,0,0,0,2,1486,-1,29200,0,0,0.0,0.0,0.0,0.0,146.0,0.0,146.0,146.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.16-23.212.12.108-56371-443-6,192.168.0.16,56371,23.212.12.108,443,6,2019-07-25 03:23:07,80,1,1,0.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,287500.0,25000.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,32,32,12499.999999999998,12499.999999999998,0.0,23.0,15.333333333333332,13.279056191361391,176.33333333333337,0,0,0,1,1,0,0,0,1.0,23.0,0.0,23.0,0,0,0,0,0,0,1,0,1,23,-1,1024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.24-104.70.122.58-50966-443-6,192.168.0.24,50966,104.70.122.58,443,6,2019-05-20 04:59:21,278,0,4,0.0,5792.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,20834532.37410072,14388.489208633096,92.66666666666669,34.07834111768549,132.0,72.0,0.0,0.0,0.0,0.0,0.0,278.0,92.66666666666669,34.07834111768549,132.0,72.0,0,0,0,0,0,128,0.0,14388.489208633096,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1810.0,0.0,1448.0,0,0,0,0,0,0,0,0,4,5792,-1,461,0,0,0.0,0.0,0.0,0.0,92.66666666666669,34.07834111768549,132.0,72.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-9020-10119-6,192.168.0.16,10119,192.168.0.13,9020,6,2019-09-10 01:41:22,138,0,2,0.0,2776.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,20115942.028985508,14492.753623188406,138.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,138.0,138.0,0,0,0,0,0,64,0.0,14492.753623188406,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0.0,0.0,138.0,0.0,138.0,138.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.13-192.168.0.16-9020-10125-6,192.168.0.16,10125,192.168.0.13,9020,6,2019-09-10 01:41:36,161,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18633.540372670806,80.5,9.192388155425116,87.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,12422.360248447205,6211.180124223602,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32594,0,0,0.0,0.0,0.0,0.0,80.5,9.192388155425116,87.0,74.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.24-210.89.164.90-55984-8043-17,192.168.0.24,55984,210.89.164.90,8043,17,2019-07-25 03:25:01,28,3,1,54.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,2571428.571428572,142857.14285714287,9.333333333333334,6.6583281184793925,15.0,2.0,17.0,8.5,9.192388155425116,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,107142.85714285712,35714.28571428572,18.0,18.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,22.5,18.0,18.0,0,0,0,0,0,0,3,54,1,18,-1,-1,3,0,0.0,0.0,0.0,0.0,9.333333333333334,6.6583281184793925,15.0,2.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.24-222.239.240.107-51252-443-6,192.168.0.24,51252,222.239.240.107,443,6,2019-07-25 03:25:05,252,0,3,0.0,4344.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,17238095.23809524,11904.761904761905,126.0,9.899494936611664,133.0,119.0,0.0,0.0,0.0,0.0,0.0,252.0,126.0,9.899494936611664,133.0,119.0,0,0,0,0,0,96,0.0,11904.761904761905,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1930.666666666667,0.0,1448.0,0,0,0,0,0,0,0,0,3,4344,-1,155,0,0,0.0,0.0,0.0,0.0,126.0,9.899494936611664,133.0,119.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:09,231,3,1,60.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,346320.3463203463,17316.017316017314,77.0,6.0827625302982185,84.0,73.0,147.0,73.5,0.7071067811865476,74.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,12987.012987012988,4329.0043290043295,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,25.0,20.0,20.0,0,0,0,0,0,0,3,60,1,20,-1,-1,3,0,0.0,0.0,0.0,0.0,77.0,6.0827625302982185,84.0,73.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-192.168.0.16-56361-10101-17,192.168.0.13,56361,192.168.0.16,10101,17,2019-07-25 03:24:23,111,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,25765765.765765764,18018.01801801801,111.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,9009.009009009009,9009.009009009009,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,111.0,Anomaly,Mirai,Mirai-Ackflooding,2019-07-25
192.168.0.24-210.89.164.90-56112-8043-17,192.168.0.24,56112,210.89.164.90,8043,17,2019-07-25 03:25:34,253,1,1,18.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,142292.49011857706,7905.138339920948,253.0,0.0,253.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3952.569169960474,3952.569169960474,18.0,18.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,27.0,18.0,18.0,0,0,0,0,0,0,1,18,1,18,-1,-1,1,0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,253.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-9010-56229-6,192.168.0.16,56229,192.168.0.13,9010,6,2019-09-10 01:41:31,147,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.163265306124,73.5,0.7071067811865476,74.0,73.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,32,13605.442176870749,6802.7210884353735,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,32766,0,0,0.0,0.0,0.0,0.0,73.5,0.7071067811865476,74.0,73.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.13-192.168.0.16-9020-49793-6,192.168.0.16,49793,192.168.0.13,9020,6,2019-05-20 05:00:54,362,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.861878453038,362.0,0.0,362.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,2762.430939226519,2762.430939226519,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32715,0,0,0.0,0.0,0.0,0.0,362.0,0.0,362.0,362.0,Normal,Normal,Normal,2019-05-20
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:11,146,0,3,0.0,104.0,0.0,0.0,0.0,0.0,40.0,32.0,34.666666666666664,4.618802153517006,712328.7671232877,20547.945205479453,73.0,1.4142135623730951,74.0,72.0,0.0,0.0,0.0,0.0,0.0,146.0,73.0,1.4142135623730951,74.0,72.0,0,0,0,0,0,24,0.0,20547.945205479453,32.0,40.0,36.0,4.618802153517007,21.33333333333334,0,0,0,0,0,0,0,0,0.0,48.0,0.0,34.666666666666664,0,0,0,0,0,0,0,0,3,104,-1,-1,0,0,0.0,0.0,0.0,0.0,73.0,1.4142135623730951,74.0,72.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-9020-56242-6,192.168.0.16,56242,192.168.0.13,9020,6,2019-09-10 01:41:59,75,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26666.66666666667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13333.333333333336,13333.333333333336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32679,0,0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,75.0,Anomaly,Mirai,Mirai-Hostbruteforceg,2019-09-10
192.168.0.16-18.139.132.13-56386-8080-6,192.168.0.16,56386,18.139.132.13,8080,6,2019-07-25 03:23:57,75,0,2,0.0,2332.0,0.0,0.0,0.0,0.0,1448.0,884.0,1166.0,398.8082245892128,31093333.333333336,26666.66666666667,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,75.0,75.0,0,0,0,0,0,64,0.0,26666.66666666667,884.0,1448.0,1260.0,325.62555182294886,106032.0,0,0,0,0,1,0,0,0,0.0,1890.0,0.0,1166.0,0,0,0,0,0,0,0,0,2,2332,-1,118,0,0,0.0,0.0,0.0,0.0,75.0,0.0,75.0,75.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.13-192.168.0.16-9020-49793-6,192.168.0.16,49793,192.168.0.13,9020,6,2019-05-20 05:00:49,447,0,2,0.0,2776.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,6210290.827740492,4474.272930648769,447.0,0.0,447.0,447.0,0.0,0.0,0.0,0.0,0.0,447.0,447.0,0.0,447.0,447.0,0,0,0,0,0,64,0.0,4474.272930648769,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0.0,0.0,447.0,0.0,447.0,447.0,Normal,Normal,Normal,2019-05-20
192.168.0.24-210.89.164.90-60065-8011-17,192.168.0.24,60065,210.89.164.90,8011,17,2019-07-25 03:25:24,8,1,1,35.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,8750000.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,125000.0,125000.0,35.0,35.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,52.5,35.0,35.0,0,0,0,0,0,0,1,35,1,35,-1,-1,1,0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
192.168.0.13-192.168.0.16-10000-10101-17,192.168.0.13,10000,192.168.0.16,10101,17,2019-07-25 03:25:09,230,1,1,1430.0,20.0,1430.0,1430.0,1430.0,0.0,20.0,20.0,20.0,0.0,6304347.826086956,8695.652173913044,230.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4347.826086956522,4347.826086956522,20.0,1430.0,490.0,814.0638795573723,662700.0,0,0,0,0,0,0,0,0,1.0,735.0,1430.0,20.0,0,0,0,0,0,0,1,1430,1,20,-1,-1,1,0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,230.0,Anomaly,Mirai,Mirai-HTTP Flooding,2019-07-25
192.168.0.24-210.89.164.90-60065-8011-17,192.168.0.24,60065,210.89.164.90,8011,17,2019-07-25 03:25:08,53,2,1,70.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,1981132.075471698,56603.77358490566,26.5,33.23401871576773,50.0,3.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,37735.84905660377,18867.924528301886,35.0,35.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,46.66666666666666,35.0,35.0,0,0,0,0,0,0,2,70,1,35,-1,-1,2,0,0.0,0.0,0.0,0.0,26.5,33.23401871576773,50.0,3.0,Anomaly,Mirai,Mirai-UDP Flooding,2019-07-25
